user_id,total_spent,transaction_count,avg_transaction_value,days_since_last_purchase,registration_date,city
U03141,668.8699999999999,5,133.77399999999997,330,20230202,Lyon
U04432,1621.5799999999997,8,202.69749999999996,289,20231004,Angers
U06948,2061.01,4,515.2525,705,20230406,Paris
U09330,2294.79,7,327.82714285714286,416,20241115,Grenoble
U01360,2180.56,4,545.14,304,20220603,Angers
U03447,1204.6399999999999,5,240.92799999999997,417,20220313,Grenoble
U01067,4162.99,8,520.37375,321,20220513,Toulon
U05589,3660.13,9,406.68111111111114,330,20240828,Toulon
U04444,1795.2800000000002,11,163.20727272727274,354,20240114,Strasbourg
U02117,2068.38,10,206.83800000000002,329,20230325,Paris
U08260,1653.32,7,236.1885714285714,359,20230805,Dijon
U05438,4274.8,8,534.35,291,20230528,Angers
U07356,3740.47,5,748.0939999999999,408,20241112,Marseille
U00857,1611.57,14,115.11214285714286,290,20220531,Marseille
U02717,2326.3399999999997,12,193.86166666666665,326,20241124,Toulouse
U03832,5310.04,10,531.004,289,20230525,Nice
U09734,3387.5,14,241.96428571428572,306,20231226,Nantes
U05490,3323.17,7,474.73857142857145,357,20241002,Toulon
U02750,1733.93,6,288.98833333333334,317,20230924,Saint-Etienne
U05121,2050.95,11,186.45,285,20230630,Rennes
U04481,2007.6200000000001,10,200.762,324,20220213,Lille
U04494,2237.45,9,248.60555555555553,289,20221120,Nice
U07050,1022.13,8,127.76625,439,20220601,Bordeaux
U07807,918.8999999999999,8,114.86249999999998,398,20240617,Villeurbanne
U01819,5072.05,12,422.67083333333335,290,20230104,Paris
U04430,895.81,11,81.43727272727273,405,20240428,Nice
U01881,9916.439999999999,13,762.8030769230768,282,20231217,Reims
U01852,1841.29,12,153.44083333333333,322,20230510,Paris
U09753,2475.44,14,176.81714285714287,346,20230419,Nîmes
U07964,2022.25,10,202.225,331,20240630,Nantes
U03115,3129.1499999999996,9,347.6833333333333,470,20241014,Dijon
U05637,1962.9400000000003,8,245.36750000000004,326,20230211,Marseille
U00389,5700.860000000001,14,407.20428571428573,274,20230614,Bordeaux
U08567,1673.79,9,185.97666666666666,290,20220327,Lyon
U04901,2857.69,10,285.769,316,20230610,Toulon
U01627,5999.82,9,666.6466666666666,424,20220313,Nantes
U06918,8996.380000000001,7,1285.197142857143,641,20220116,Nantes
U00009,735.49,8,91.93625,435,20240820,Nice
U04719,2428.24,12,202.35333333333332,320,20230218,Bordeaux
U07171,9394.89,10,939.4889999999999,358,20240810,Bordeaux
U09541,2088.34,10,208.834,314,20220314,Saint-Etienne
U03672,2856.1099999999997,7,408.01571428571424,279,20231009,Marseille
U08253,7967.05,10,796.705,400,20220313,Marseille
U03496,1763.2199999999998,12,146.93499999999997,293,20221127,Marseille
U06452,2962.03,10,296.20300000000003,312,20240812,Rennes
U01061,3804.42,8,475.5525,375,20240102,Grenoble
U04916,3504.5799999999995,12,292.0483333333333,301,20230819,Nîmes
U02555,1570.52,11,142.77454545454546,307,20220802,Grenoble
U02572,6734.349999999999,11,612.2136363636363,283,20230316,Reims
U02670,7570.79,10,757.079,457,20231106,Montpellier
U03247,903.6700000000001,7,129.0957142857143,395,20240131,Bordeaux
U07163,1882.57,7,268.93857142857144,338,20231016,Toulon
U00829,1842.11,6,307.0183333333333,278,20221003,Lyon
U00650,2039.8999999999999,7,291.4142857142857,297,20221114,Nîmes
U00981,1797.54,8,224.6925,333,20220927,Grenoble
U08286,2702.1400000000003,14,193.01000000000002,299,20230216,Villeurbanne
U07808,3429.37,5,685.874,333,20230609,Le Havre
U08950,3596.7599999999993,15,239.78399999999996,296,20221209,Nice
U04277,1071.84,14,76.55999999999999,340,20231029,Bordeaux
U08734,1634.9600000000003,9,181.66222222222225,360,20221227,Toulon
U05000,4026.2099999999996,9,447.3566666666666,443,20221009,Marseille
U03542,4359.53,12,363.2941666666666,412,20220222,Bordeaux
U04357,1090.3500000000001,9,121.15000000000002,299,20220604,Nice
U04254,4381.26,13,337.02000000000004,315,20230514,Montpellier
U09407,2519.27,6,419.87833333333333,310,20220123,Toulouse
U02624,1294.8400000000001,11,117.71272727272729,364,20230706,Saint-Etienne
U09060,6754.35,9,750.4833333333333,275,20231001,Lille
U03188,1045.3100000000002,16,65.33187500000001,338,20230612,Nîmes
U07274,4833.749999999999,14,345.26785714285705,290,20221221,Nîmes
U05687,4301.77,13,330.90538461538466,334,20220105,Rennes
U02524,3817.0599999999995,10,381.70599999999996,317,20221229,Marseille
U03339,2221.54,10,222.154,291,20240913,Nice
U07651,2816.74,11,256.0672727272727,436,20220510,Bordeaux
U02348,4866.55,10,486.65500000000003,350,20240315,Lille
U07487,3012.1099999999997,16,188.25687499999998,357,20221124,Angers
U06557,10499.5,17,617.6176470588235,286,20240724,Nîmes
U05905,6143.84,12,511.9866666666667,322,20220509,Saint-Etienne
U08010,367.28999999999996,6,61.214999999999996,574,20230109,Reims
U01396,2341.57,9,260.1744444444445,409,20240721,Montpellier
U09080,3124.1799999999994,10,312.41799999999995,338,20240403,Grenoble
U00986,9376.15,9,1041.7944444444445,311,20240914,Paris
U02874,2270.41,9,252.26777777777775,272,20230507,Toulon
U03357,1814.73,6,302.455,415,20240705,Dijon
U04806,1012.98,15,67.532,279,20240214,Villeurbanne
U01997,13860.88,14,990.0628571428571,384,20240527,Nîmes
U06771,4751.58,17,279.50470588235294,347,20231228,Nîmes
U07777,2699.37,8,337.42125,339,20240506,Villeurbanne
U02859,4366.37,7,623.7671428571429,282,20220207,Reims
U02132,2176.92,10,217.692,270,20230823,Angers
U01925,1498.1399999999999,11,136.19454545454545,306,20240713,Toulon
U02988,9906.53,12,825.5441666666667,309,20240704,Angers
U02194,1194.9299999999998,7,170.7042857142857,628,20240119,Marseille
U07842,923.86,6,153.97666666666666,299,20230816,Nice
U09705,1323.8799999999999,8,165.48499999999999,270,20220125,Strasbourg
U03398,5253.48,11,477.5890909090909,345,20230527,Reims
U05518,3026.02,6,504.33666666666664,319,20231213,Saint-Etienne
U09592,1956.5400000000002,11,177.86727272727273,301,20230901,Marseille
U07060,1566.7199999999998,8,195.83999999999997,280,20240704,Montpellier
U00550,1806.4400000000003,9,200.7155555555556,299,20231019,Villeurbanne
U02230,4653.74,11,423.0672727272727,374,20220915,Grenoble
U06597,8129.530000000001,9,903.2811111111112,288,20241019,Dijon
U03730,1459.4800000000002,7,208.4971428571429,311,20230422,Nîmes
U03238,2956.09,9,328.45444444444445,315,20240527,Montpellier
U01052,3252.66,9,361.40666666666664,331,20230225,Nantes
U05305,858.0899999999999,7,122.5842857142857,284,20240622,Nîmes
U00853,1775.38,10,177.538,397,20221229,Dijon
U09457,700.52,6,116.75333333333333,274,20220226,Bordeaux
U05866,455.88,4,113.97,290,20231104,Strasbourg
U07899,3673.41,15,244.89399999999998,309,20230817,Paris
U03003,5051.96,12,420.99666666666667,413,20230629,Toulouse
U03768,1241.6999999999998,8,155.21249999999998,292,20220911,Reims
U03999,2916.08,14,208.29142857142855,294,20230522,Rennes
U05654,13335.369999999997,15,889.0246666666665,342,20220704,Nîmes
U01238,2819.4700000000003,12,234.95583333333335,288,20220414,Strasbourg
U07315,4925.84,5,985.168,308,20220929,Villeurbanne
U06995,412.99,6,68.83166666666666,272,20240919,Le Havre
U05650,2120.3,10,212.03000000000003,386,20230517,Paris
U04457,3565.8799999999997,14,254.70571428571427,434,20220606,Marseille
U06741,10459.84,9,1162.2044444444446,308,20230930,Nîmes
U03639,767.52,9,85.28,314,20230420,Le Havre
U09536,2461.32,13,189.3323076923077,285,20230423,Strasbourg
U06286,4650.99,13,357.7684615384615,328,20241109,Grenoble
U00184,1993.3400000000001,12,166.11166666666668,271,20230402,Nice
U06588,1241.33,8,155.16625,334,20240905,Angers
U09687,3307.8100000000004,14,236.27214285714288,340,20230811,Toulon
U03234,2245.49,13,172.73,331,20221209,Lille
U05181,1592.5500000000002,8,199.06875000000002,292,20221014,Villeurbanne
U09725,1300.19,11,118.19909090909091,306,20230721,Nîmes
U09733,7163.639999999999,9,795.9599999999999,359,20230210,Villeurbanne
U01827,12539.890000000001,15,835.9926666666668,321,20240329,Bordeaux
U04211,8347.599999999999,13,642.1230769230768,301,20230628,Lyon
U09574,6301.959999999999,13,484.76615384615377,287,20240905,Nîmes
U07603,8765.98,13,674.3061538461538,331,20240408,Le Havre
U01175,2730.7400000000002,12,227.5616666666667,350,20241130,Paris
U02043,2959.96,12,246.66333333333333,310,20240506,Dijon
U02149,3445.9100000000003,14,246.13642857142858,273,20240216,Reims
U00205,9668.55,12,805.7125,276,20221219,Nice
U07381,747.8500000000001,11,67.98636363636365,300,20230812,Villeurbanne
U00207,3274.21,8,409.27625,470,20231123,Le Havre
U07534,756.38,8,94.5475,288,20240802,Nîmes
U06161,5009.849999999999,11,455.44090909090903,338,20230108,Strasbourg
U01565,1439.18,10,143.918,366,20230710,Grenoble
U02765,1320.1,10,132.01,392,20220517,Strasbourg
U03155,4125.94,11,375.0854545454545,335,20240810,Angers
U05473,1703.5000000000002,9,189.2777777777778,355,20230610,Dijon
U04184,1438.96,8,179.87,373,20230901,Le Havre
U04546,9493.82,14,678.13,267,20230114,Lille
U08447,1454.3000000000002,7,207.7571428571429,372,20230904,Strasbourg
U07627,1184.99,9,131.66555555555556,369,20220904,Montpellier
U03305,6413.969999999999,12,534.4975,284,20221219,Toulon
U01108,5025.3099999999995,13,386.5623076923076,347,20240801,Bordeaux
U00635,1564.3200000000002,8,195.54000000000002,395,20240918,Saint-Etienne
U06847,6345.8499999999985,9,705.0944444444443,321,20231207,Rennes
U04783,3406.8,17,200.4,273,20220923,Nice
U01259,1184.4499999999998,9,131.60555555555553,344,20220726,Nantes
U09255,1757.25,9,195.25,276,20220223,Lyon
U07054,6874.55,11,624.959090909091,280,20241111,Angers
U00274,2943.7800000000007,10,294.37800000000004,420,20241002,Villeurbanne
U06271,3200.5499999999997,7,457.22142857142853,523,20221226,Toulouse
U07111,1271.6100000000001,9,141.29000000000002,298,20230527,Toulon
U02497,639.78,8,79.9725,579,20231207,Dijon
U00158,1776.39,11,161.49,323,20220717,Nice
U04855,972.0600000000001,9,108.00666666666667,332,20220407,Nîmes
U04087,552.3399999999999,5,110.46799999999999,287,20240604,Rennes
U00296,6217.1,12,518.0916666666667,391,20230810,Montpellier
U05630,6276.6,11,570.6,293,20240318,Angers
U02318,3875.49,6,645.915,372,20221003,Marseille
U08729,14186.029999999999,8,1773.2537499999999,272,20220930,Lille
U06972,1525.76,13,117.36615384615385,282,20220906,Marseille
U07803,4289.83,9,476.6477777777778,389,20221016,Lille
U00268,9932.14,6,1655.3566666666666,438,20230614,Reims
U08179,1275.76,6,212.62666666666667,453,20220313,Lyon
U08631,337.52,10,33.751999999999995,311,20220423,Lyon
U07098,1319.3799999999999,10,131.938,297,20221125,Toulon
U09068,495.03,8,61.87875,469,20221101,Lyon
U09901,6951.85,12,579.3208333333333,303,20240717,Dijon
U08732,4642.9400000000005,10,464.29400000000004,361,20230429,Villeurbanne
U05366,2108.91,10,210.891,336,20231211,Strasbourg
U04359,7866.88,8,983.36,342,20220317,Lyon
U06483,3407.8900000000003,14,243.4207142857143,277,20230516,Nantes
U06156,2192.88,5,438.576,559,20221117,Nantes
U05065,2362.8900000000003,4,590.7225000000001,358,20240128,Strasbourg
U02629,2668.9599999999996,16,166.80999999999997,445,20240304,Strasbourg
U07051,1724.4799999999998,9,191.60888888888886,278,20230113,Grenoble
U09904,1836.8300000000002,14,131.20214285714286,277,20240817,Lille
U03896,355.27000000000004,8,44.408750000000005,304,20220601,Nantes
U06086,3359.5600000000004,11,305.4145454545455,291,20230411,Toulouse
U07525,8955.279999999999,13,688.8676923076922,277,20220831,Nîmes
U09908,2934.4700000000003,9,326.05222222222227,376,20231217,Marseille
U08302,1179.03,8,147.37875,274,20220613,Montpellier
U01312,11196.21,14,799.7292857142857,270,20240416,Reims
U09690,686.5699999999999,13,52.81307692307692,290,20230111,Dijon
U09498,5169.17,8,646.14625,364,20221207,Strasbourg
U04347,12396.73,15,826.4486666666667,308,20220713,Bordeaux
U00863,2261.49,8,282.68625,343,20240417,Strasbourg
U03066,1908.2299999999998,11,173.47545454545454,285,20240621,Reims
U05715,11869.66,11,1079.06,333,20231210,Lille
U05538,1955.87,12,162.98916666666665,268,20230225,Reims
U09747,3127.7400000000002,12,260.64500000000004,376,20220415,Nice
U09956,4510.46,14,322.17571428571426,345,20231007,Paris
U08218,1745.76,13,134.28923076923076,454,20230218,Nîmes
U07724,6556.71,11,596.0645454545455,288,20220426,Marseille
U06772,1043.56,14,74.53999999999999,365,20230728,Nice
U09556,2258.63,12,188.21916666666667,290,20240909,Lyon
U06102,7329.149999999999,5,1465.8299999999997,367,20220720,Paris
U05229,3016.45,13,232.03461538461536,286,20220925,Toulon
U01214,1527.85,9,169.7611111111111,405,20221106,Lille
U08205,4570.35,8,571.29375,377,20221002,Paris
U02501,905.16,5,181.03199999999998,358,20231029,Dijon
U09759,1657.01,8,207.12625,275,20220406,Villeurbanne
U07507,2069.3999999999996,11,188.1272727272727,290,20220921,Nîmes
U06250,5439.66,13,418.4353846153846,341,20240625,Lille
U04167,3208.83,13,246.83307692307693,271,20240109,Nice
U05470,994.24,5,198.848,365,20240405,Grenoble
U04298,1903.9700000000003,12,158.6641666666667,299,20230816,Lyon
U04557,2068.27,4,517.0675,275,20240531,Toulouse
U09227,6814.6,11,619.5090909090909,401,20240126,Lille
U03035,5694.92,8,711.865,267,20240509,Paris
U02848,5253.450000000001,8,656.6812500000001,620,20240911,Toulon
U09454,2243.87,9,249.31888888888886,271,20220107,Dijon
U03318,2592.7999999999997,5,518.56,366,20220218,Nice
U09599,6980.35,9,775.5944444444444,345,20221028,Le Havre
U08481,1049.3600000000001,12,87.44666666666667,404,20231028,Rennes
U04679,1948.19,12,162.34916666666666,314,20221105,Marseille
U08051,705.7,10,70.57000000000001,345,20240308,Bordeaux
U00369,2754.12,7,393.44571428571425,309,20231114,Toulouse
U00823,9483.57,14,677.3978571428571,267,20240920,Nîmes
U07405,12250.529999999999,14,875.0378571428571,283,20230622,Grenoble
U01399,821.55,4,205.3875,336,20240714,Saint-Etienne
U05559,1189.73,6,198.28833333333333,437,20230626,Strasbourg
U02628,531.5600000000001,4,132.89000000000001,577,20220508,Villeurbanne
U01941,3938.8699999999994,8,492.35874999999993,433,20231017,Nantes
U00563,917.5699999999999,7,131.08142857142857,318,20240608,Lyon
U09729,8590.4,14,613.6,458,20230306,Marseille
U05841,2023.0199999999998,8,252.87749999999997,301,20230803,Montpellier
U04599,4368.84,12,364.07,273,20220210,Lyon
U08975,4691.049999999999,14,335.07499999999993,371,20231115,Reims
U06549,3935.6499999999996,14,281.11785714285713,316,20220928,Nice
U01335,2275.83,10,227.583,334,20230415,Dijon
U01342,2640.84,10,264.084,406,20230203,Saint-Etienne
U06045,926.44,7,132.34857142857143,296,20240708,Montpellier
U03173,757.07,7,108.15285714285714,362,20240901,Saint-Etienne
U06839,2022.03,14,144.4307142857143,281,20240506,Le Havre
U09391,2312.0,13,177.84615384615384,290,20241102,Toulouse
U02740,663.8799999999999,10,66.38799999999999,281,20240529,Rennes
U02187,2161.63,11,196.5118181818182,272,20220808,Marseille
U05458,2144.86,11,194.98727272727274,294,20230122,Villeurbanne
U01551,4690.54,14,335.0385714285714,301,20231020,Rennes
U00036,966.82,9,107.42444444444445,289,20220403,Dijon
U00409,9480.580000000002,11,861.8709090909092,332,20221027,Toulon
U01218,3549.42,6,591.57,476,20231204,Marseille
U00398,3927.55,9,436.39444444444445,344,20240724,Bordeaux
U01608,1996.4499999999996,12,166.3708333333333,486,20230205,Toulon
U00988,1052.17,14,75.155,358,20240418,Strasbourg
U02850,2235.63,11,203.23909090909092,322,20221011,Montpellier
U00057,3964.3799999999997,15,264.292,285,20240227,Bordeaux
U09685,9456.650000000001,14,675.4750000000001,310,20240212,Marseille
U08226,417.59000000000003,4,104.39750000000001,371,20230820,Reims
U08554,3387.62,12,282.3016666666667,281,20220715,Strasbourg
U08831,6283.199999999999,9,698.1333333333332,350,20240630,Paris
U09019,12035.220000000001,22,547.0554545454546,330,20220808,Nantes
U03975,2818.78,7,402.6828571428572,342,20241113,Montpellier
U07149,1646.4099999999999,10,164.641,291,20230108,Nîmes
U07028,2363.39,11,214.85363636363635,268,20231201,Reims
U09441,1516.0900000000001,10,151.609,428,20220506,Rennes
U09919,4442.74,10,444.274,467,20230803,Marseille
U07555,457.84,8,57.23,287,20220315,Marseille
U00498,1870.8600000000001,11,170.07818181818183,463,20230907,Bordeaux
U07162,2448.54,3,816.18,295,20230622,Bordeaux
U06503,4002.21,11,363.8372727272727,271,20221022,Reims
U04683,7175.789999999999,6,1195.965,350,20240530,Lille
U09273,1668.8100000000002,4,417.20250000000004,459,20220224,Dijon
U07649,3591.34,9,399.0377777777778,270,20240813,Saint-Etienne
U00334,3553.59,15,236.906,272,20221010,Paris
U08032,1419.2600000000002,12,118.27166666666669,297,20240929,Saint-Etienne
U03815,1845.65,11,167.78636363636363,385,20220524,Nîmes
U02131,2368.84,15,157.9226666666667,271,20240705,Montpellier
U07476,4588.73,16,286.795625,322,20220210,Villeurbanne
U02753,1666.2199999999998,14,119.01571428571427,387,20220407,Marseille
U08338,1828.67,9,203.18555555555557,302,20220918,Lyon
U03948,4270.76,15,284.71733333333333,281,20220623,Villeurbanne
U00703,4143.07,13,318.6976923076923,314,20240823,Grenoble
U01976,7178.02,14,512.7157142857143,315,20231026,Le Havre
U08155,5784.040000000001,21,275.4304761904762,267,20230630,Rennes
U01466,7078.459999999999,15,471.8973333333333,317,20230130,Toulon
U07253,4425.009999999999,9,491.6677777777777,290,20231009,Bordeaux
U04052,6287.72,15,419.1813333333333,374,20230825,Rennes
U06735,2465.15,9,273.90555555555557,296,20221120,Le Havre
U01635,13238.269999999999,10,1323.8269999999998,367,20240708,Angers
U01481,2083.41,13,160.26230769230767,290,20231125,Bordeaux
U08958,6921.719999999999,8,865.2149999999999,335,20230927,Dijon
U02598,3306.23,14,236.15928571428572,307,20220505,Angers
U03222,4076.17,8,509.52125,356,20221031,Paris
U02346,8930.98,11,811.9072727272727,376,20220523,Nîmes
U06360,5057.4400000000005,8,632.1800000000001,497,20241117,Nice
U02461,5621.8099999999995,10,562.1809999999999,285,20240601,Nantes
U04133,7223.549999999999,10,722.3549999999999,267,20220118,Nîmes
U01616,1597.02,11,145.18363636363637,315,20231106,Lille
U00565,1569.97,7,224.28142857142856,322,20240815,Grenoble
U09370,2710.37,8,338.79625,279,20230125,Villeurbanne
U05765,6748.359999999999,9,749.8177777777777,290,20230318,Nantes
U08130,1559.0099999999998,10,155.90099999999998,306,20220802,Reims
U07078,2085.9500000000003,13,160.45769230769233,297,20220619,Nantes
U01443,2545.3,9,282.81111111111113,284,20240604,Marseille
U03636,1658.4699999999998,12,138.20583333333332,322,20230113,Rennes
U06563,1054.85,9,117.20555555555555,288,20231004,Paris
U08583,1489.56,10,148.956,394,20241120,Toulon
U02175,1609.0700000000002,12,134.08916666666667,312,20240222,Reims
U08021,9429.73,7,1347.1042857142857,485,20220514,Le Havre
U00717,12323.11,9,1369.2344444444445,351,20231114,Le Havre
U07829,552.98,8,69.1225,384,20220707,Rennes
U03276,7763.599999999999,9,862.6222222222221,335,20230704,Strasbourg
U00678,1829.1999999999998,6,304.8666666666666,271,20240304,Grenoble
U04333,656.76,13,50.519999999999996,287,20230216,Dijon
U01313,1780.91,7,254.4157142857143,360,20231002,Toulon
U04256,5153.01,8,644.12625,282,20240402,Dijon
U02433,6938.01,13,533.6930769230769,308,20240713,Reims
U07321,1991.3799999999999,14,142.24142857142857,375,20221221,Nice
U04867,2147.7,13,165.2076923076923,316,20240127,Angers
U04858,1129.5400000000002,7,161.36285714285717,343,20220409,Rennes
U09745,3678.7000000000007,8,459.8375000000001,697,20220315,Paris
U05243,5453.8099999999995,18,302.9894444444444,297,20230131,Nice
U06755,10297.51,14,735.5364285714286,285,20240526,Reims
U04503,6756.33,10,675.633,425,20220824,Dijon
U00649,2405.45,12,200.45416666666665,370,20221229,Villeurbanne
U03530,1441.78,9,160.1977777777778,352,20241106,Nice
U02975,1309.04,5,261.808,298,20230607,Nantes
U00294,3749.5699999999997,13,288.42846153846153,287,20220805,Le Havre
U07543,10507.77,9,1167.53,329,20221021,Grenoble
U00734,4187.69,10,418.76899999999995,333,20230228,Lyon
U04097,6126.9,13,471.29999999999995,338,20230922,Lyon
U07522,4364.41,12,363.7008333333333,268,20230121,Grenoble
U01760,5288.27,16,330.516875,322,20220208,Le Havre
U02911,5322.85,16,332.678125,340,20221007,Lyon
U05417,4194.74,14,299.6242857142857,314,20230528,Saint-Etienne
U04609,1552.55,13,119.42692307692307,372,20240613,Le Havre
U03196,2344.66,10,234.46599999999998,301,20231127,Montpellier
U07397,8925.64,11,811.4218181818181,276,20241010,Bordeaux
U03420,3411.5799999999995,7,487.36857142857133,277,20240816,Angers
U03223,464.11,9,51.56777777777778,294,20220206,Nîmes
U00921,2271.89,7,324.55571428571426,272,20220929,Le Havre
U06779,4728.27,12,394.02250000000004,319,20220411,Nice
U02445,4536.42,14,324.03000000000003,299,20240310,Rennes
U04054,3678.5,13,282.96153846153845,273,20220627,Toulon
U07579,1263.52,10,126.352,287,20230204,Lille
U05717,1549.9299999999998,7,221.4185714285714,283,20221105,Lyon
U00367,4022.51,6,670.4183333333334,341,20240328,Strasbourg
U06172,5516.87,8,689.60875,301,20220125,Strasbourg
U00595,6193.279999999999,11,563.0254545454544,294,20220730,Paris
U06385,4866.41,11,442.40090909090907,305,20240605,Lyon
U09769,2345.9,6,390.98333333333335,414,20231207,Grenoble
U04882,13111.64,11,1191.9672727272728,271,20241105,Nîmes
U06703,763.1399999999999,11,69.37636363636362,329,20231013,Marseille
U05224,5354.570000000001,9,594.9522222222223,360,20241130,Saint-Etienne
U06717,1061.64,8,132.705,300,20231114,Nîmes
U08035,4220.47,11,383.6790909090909,341,20221002,Lyon
U01465,2745.12,10,274.512,269,20240609,Grenoble
U08091,609.9300000000001,6,101.65500000000002,296,20220307,Montpellier
U06947,1067.96,6,177.99333333333334,350,20221211,Marseille
U06803,580.73,7,82.96142857142857,282,20221109,Lyon
U03453,432.75,3,144.25,408,20231019,Angers
U03217,1683.93,7,240.5614285714286,307,20240414,Angers
U04348,1128.27,8,141.03375,369,20240824,Nîmes
U05145,773.87,11,70.35181818181819,316,20220218,Toulouse
U04875,1396.29,13,107.40692307692308,297,20230919,Le Havre
U03399,6527.53,8,815.94125,383,20220502,Le Havre
U00935,7025.71,14,501.8364285714286,330,20230125,Toulouse
